,team,home_wins,away_wins,total_wins,home_losses,away_losses,total_losses,home_draws,away_draws,total_draws,home_games_played,away_games_played,total_games_played,home_win_pct,home_unbeaten_pct,away_win_pct,away_unbeaten_pct,win_pct,unbeaten_pct,home_friendly_wins,away_friendly_wins,total_friendly_wins,home_friendly_losses,away_friendly_losses,total_friendly_losses,home_friendly_draws,away_friendly_draws,total_friendly_draws,home_friendly_games_played,away_friendly_games_played,total_friendly_games_played,home_friendly_win_pct,home_friendly_unbeaten_pct,away_friendly_win_pct,away_friendly_unbeaten_pct,friendly_win_pct,friendly_unbeaten_pct,tournament_wins,tournament_losses,tournament_draws,tournament_games_played,tournament_win_pct,tournament_unbeaten_pct,home_goals_for,average_home_goals_for,home_goals_against,average_home_goals_against,home_goal_difference,average_home_goal_difference,away_goals_for,average_away_goals_for,away_goals_against,average_away_goals_against,away_goal_difference,average_away_goal_difference,goals_for,average_goals_for,goal_difference,average_goal_difference,goals_against,average_goals_against,friendly_home_goals_for,average_friendly_home_goals_for,friendly_home_goals_against,average_friendly_home_goals_against,friendly_home_goal_difference,average_friendly_home_goal_difference,friendly_away_goals_for,average_friendly_away_goals_for,friendly_away_goals_against,average_friendly_away_goals_against,friendly_away_goal_difference,average_friendly_away_goal_difference,friendly_goals_for,average_friendly_goals_for,friendly_goals_against,average_friendly_goals_against,friendly_goal_difference,friendly_average_goal_difference,tournament_goals_for,average_tournament_goals_for,tournament_goals_against,average_tournament_goals_against,tournament_goal_difference,average_tournament_goal_difference
151,Liberia,59.0,13.0,72.0,47.0,98.0,145.0,42.0,22.0,64.0,148.0,133.0,281.0,0.39864864864864863,0.6824324324324325,0.09774436090225563,0.2631578947368421,0.25622775800711745,0.48398576512455516,19.0,4.0,23.0,17.0,28.0,45.0,18.0,7.0,25.0,54.0,39.0,93.0,0.35185185185185186,0.6851851851851852,0.10256410256410256,0.28205128205128205,0.24731182795698925,0.5161290322580645,49.0,100.0,39.0,188.0,0.26063829787234044,0.46808510638297873,168.0,1.135135135135135,149.0,1.0067567567567568,19.0,0.1283783783783783,78.0,0.5864661654135338,268.0,2.0150375939849625,-190.0,-1.4285714285714288,246.0,0.8754448398576512,-171.0,-0.608540925266904,417.0,1.4839857651245552,58.0,1.0740740740740742,58.0,1.0740740740740742,0.0,0.0,25.0,0.6410256410256411,72.0,1.8461538461538463,-47.0,-1.2051282051282053,83.0,0.8924731182795699,130.0,1.3978494623655915,-47.0,-0.5053763440860215,163.0,0.8670212765957447,287.0,1.5265957446808511,-124.0,-0.6595744680851063
152,Libya,108.0,30.0,138.0,40.0,105.0,145.0,49.0,35.0,84.0,197.0,170.0,367.0,0.5482233502538071,0.7969543147208121,0.17647058823529413,0.38235294117647056,0.3760217983651226,0.6049046321525886,56.0,19.0,75.0,18.0,46.0,64.0,22.0,16.0,38.0,96.0,81.0,177.0,0.5833333333333334,0.8125,0.2345679012345679,0.43209876543209874,0.423728813559322,0.6384180790960452,63.0,81.0,46.0,190.0,0.33157894736842103,0.5736842105263158,354.0,1.7969543147208122,177.0,0.8984771573604061,177.0,0.8984771573604061,130.0,0.7647058823529411,274.0,1.611764705882353,-144.0,-0.8470588235294119,484.0,1.318801089918256,33.0,0.08991825613079019,451.0,1.228882833787466,150.0,1.5625,81.0,0.84375,69.0,0.71875,74.0,0.9135802469135802,133.0,1.6419753086419753,-59.0,-0.7283950617283951,224.0,1.265536723163842,214.0,1.2090395480225988,10.0,0.05649717514124294,260.0,1.368421052631579,237.0,1.2473684210526317,23.0,0.12105263157894737
153,Liechtenstein,10.0,7.0,17.0,85.0,106.0,191.0,17.0,12.0,29.0,112.0,125.0,237.0,0.08928571428571429,0.24107142857142858,0.056,0.152,0.07172995780590717,0.1940928270042194,4.0,3.0,7.0,21.0,33.0,54.0,3.0,6.0,9.0,28.0,42.0,70.0,0.14285714285714285,0.25,0.07142857142857142,0.21428571428571427,0.1,0.22857142857142856,10.0,137.0,20.0,167.0,0.059880239520958084,0.17964071856287425,48.0,0.42857142857142855,276.0,2.4642857142857144,-228.0,-2.035714285714286,50.0,0.4,394.0,3.152,-344.0,-2.7520000000000002,98.0,0.41350210970464135,-572.0,-2.413502109704641,670.0,2.827004219409283,16.0,0.5714285714285714,60.0,2.142857142857143,-44.0,-1.5714285714285714,20.0,0.47619047619047616,126.0,3.0,-106.0,-2.5238095238095237,36.0,0.5142857142857142,186.0,2.657142857142857,-150.0,-2.142857142857143,62.0,0.3712574850299401,484.0,2.8982035928143715,-422.0,-2.5269461077844313
154,Lithuania,57.0,52.0,109.0,75.0,149.0,224.0,41.0,37.0,78.0,173.0,238.0,411.0,0.32947976878612717,0.5664739884393064,0.2184873949579832,0.3739495798319328,0.26520681265206814,0.45498783454987834,21.0,17.0,38.0,25.0,65.0,90.0,13.0,18.0,31.0,59.0,100.0,159.0,0.3559322033898305,0.576271186440678,0.17,0.35,0.2389937106918239,0.4339622641509434,71.0,134.0,47.0,252.0,0.28174603174603174,0.46825396825396826,198.0,1.1445086705202312,256.0,1.4797687861271676,-58.0,-0.33526011560693636,217.0,0.9117647058823529,494.0,2.0756302521008405,-277.0,-1.1638655462184877,415.0,1.0097323600973236,-335.0,-0.8150851581508516,750.0,1.8248175182481752,82.0,1.3898305084745763,94.0,1.5932203389830508,-12.0,-0.20338983050847448,101.0,1.01,245.0,2.45,-144.0,-1.4400000000000002,183.0,1.150943396226415,339.0,2.1320754716981134,-156.0,-0.9811320754716981,232.0,0.9206349206349206,411.0,1.630952380952381,-179.0,-0.7103174603174603
155,Luhansk PR,2.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,0.0,0.25,0.3333333333333333,0.5,2.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,4.0,6.0,1.0,1.0,0.0,0.25,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.5,4.0,2.0,3.0,1.5,2.0,0.5,8.0,2.0,-6.0,-1.5,9.0,1.5,-3.0,-0.5,12.0,2.0,7.0,3.5,4.0,2.0,3.0,1.5,2.0,0.5,8.0,2.0,-6.0,-1.5,9.0,1.5,12.0,2.0,-3.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
156,Luxembourg,31.0,17.0,48.0,175.0,164.0,339.0,39.0,20.0,59.0,245.0,201.0,446.0,0.12653061224489795,0.2857142857142857,0.0845771144278607,0.18407960199004975,0.10762331838565023,0.2399103139013453,14.0,4.0,18.0,65.0,41.0,106.0,26.0,6.0,32.0,105.0,51.0,156.0,0.13333333333333333,0.38095238095238093,0.0784313725490196,0.19607843137254902,0.11538461538461539,0.32051282051282054,30.0,233.0,27.0,290.0,0.10344827586206896,0.19655172413793104,176.0,0.7183673469387755,563.0,2.2979591836734694,-387.0,-1.579591836734694,113.0,0.5621890547263682,607.0,3.0199004975124377,-494.0,-2.45771144278607,289.0,0.647982062780269,-881.0,-1.9753363228699552,1170.0,2.623318385650224,83.0,0.7904761904761904,205.0,1.9523809523809523,-122.0,-1.1619047619047618,35.0,0.6862745098039216,151.0,2.9607843137254903,-116.0,-2.2745098039215685,118.0,0.7564102564102564,356.0,2.282051282051282,-238.0,-1.5256410256410255,171.0,0.5896551724137931,814.0,2.806896551724138,-643.0,-2.217241379310345
157,Macau,16.0,5.0,21.0,41.0,61.0,102.0,9.0,7.0,16.0,66.0,73.0,139.0,0.24242424242424243,0.3787878787878788,0.0684931506849315,0.1643835616438356,0.1510791366906475,0.26618705035971224,3.0,0.0,3.0,17.0,11.0,28.0,3.0,1.0,4.0,23.0,12.0,35.0,0.13043478260869565,0.2608695652173913,0.0,0.08333333333333333,0.08571428571428572,0.2,18.0,74.0,12.0,104.0,0.17307692307692307,0.28846153846153844,65.0,0.9848484848484849,173.0,2.621212121212121,-108.0,-1.6363636363636362,46.0,0.6301369863013698,256.0,3.506849315068493,-210.0,-2.8767123287671232,111.0,0.7985611510791367,-318.0,-2.287769784172662,429.0,3.0863309352517985,14.0,0.6086956521739131,57.0,2.4782608695652173,-43.0,-1.8695652173913042,4.0,0.3333333333333333,36.0,3.0,-32.0,-2.6666666666666665,18.0,0.5142857142857142,93.0,2.657142857142857,-75.0,-2.142857142857143,93.0,0.8942307692307693,336.0,3.230769230769231,-243.0,-2.3365384615384617
158,Madagascar,76.0,36.0,112.0,39.0,82.0,121.0,43.0,26.0,69.0,158.0,144.0,302.0,0.4810126582278481,0.7531645569620253,0.25,0.4305555555555556,0.3708609271523179,0.5993377483443708,23.0,13.0,36.0,13.0,17.0,30.0,11.0,6.0,17.0,47.0,36.0,83.0,0.48936170212765956,0.723404255319149,0.3611111111111111,0.5277777777777778,0.43373493975903615,0.6385542168674698,76.0,91.0,52.0,219.0,0.3470319634703196,0.5844748858447488,257.0,1.6265822784810127,186.0,1.1772151898734178,71.0,0.4493670886075949,156.0,1.0833333333333333,270.0,1.875,-114.0,-0.7916666666666667,413.0,1.3675496688741722,-43.0,-0.1423841059602649,456.0,1.509933774834437,90.0,1.9148936170212767,75.0,1.5957446808510638,15.0,0.3191489361702129,54.0,1.5,67.0,1.8611111111111112,-13.0,-0.36111111111111116,144.0,1.7349397590361446,142.0,1.7108433734939759,2.0,0.024096385542168676,269.0,1.2283105022831051,314.0,1.4337899543378996,-45.0,-0.2054794520547945
159,Malawi,158.0,56.0,214.0,95.0,138.0,233.0,108.0,70.0,178.0,361.0,264.0,625.0,0.4376731301939058,0.7368421052631579,0.21212121212121213,0.4772727272727273,0.3424,0.6272,81.0,23.0,104.0,47.0,48.0,95.0,54.0,34.0,88.0,182.0,105.0,287.0,0.44505494505494503,0.7417582417582418,0.21904761904761905,0.5428571428571428,0.3623693379790941,0.6689895470383276,110.0,138.0,90.0,338.0,0.3254437869822485,0.591715976331361,489.0,1.3545706371191135,374.0,1.03601108033241,115.0,0.31855955678670345,246.0,0.9318181818181818,435.0,1.6477272727272727,-189.0,-0.7159090909090909,735.0,1.176,-74.0,-0.1184,809.0,1.2944,254.0,1.3956043956043955,201.0,1.1043956043956045,53.0,0.29120879120879106,116.0,1.1047619047619048,185.0,1.7619047619047619,-69.0,-0.657142857142857,370.0,1.289198606271777,386.0,1.3449477351916377,-16.0,-0.05574912891986063,365.0,1.0798816568047338,423.0,1.2514792899408285,-58.0,-0.17159763313609466
160,Malaysia,230.0,85.0,315.0,122.0,188.0,310.0,108.0,79.0,187.0,460.0,352.0,812.0,0.5,0.7347826086956522,0.24147727272727273,0.4659090909090909,0.3879310344827586,0.6182266009852216,46.0,12.0,58.0,31.0,41.0,72.0,21.0,24.0,45.0,98.0,77.0,175.0,0.46938775510204084,0.6836734693877551,0.15584415584415584,0.4675324675324675,0.3314285714285714,0.5885714285714285,257.0,238.0,142.0,637.0,0.40345368916797486,0.6263736263736264,951.0,2.0673913043478263,549.0,1.1934782608695653,402.0,0.8739130434782609,375.0,1.0653409090909092,631.0,1.7926136363636365,-256.0,-0.7272727272727273,1326.0,1.6330049261083743,146.0,0.17980295566502463,1180.0,1.4532019704433496,185.0,1.8877551020408163,115.0,1.1734693877551021,70.0,0.7142857142857142,69.0,0.8961038961038961,148.0,1.922077922077922,-79.0,-1.025974025974026,254.0,1.4514285714285715,263.0,1.502857142857143,-9.0,-0.05142857142857143,1072.0,1.682888540031397,917.0,1.4395604395604396,155.0,0.24332810047095763
161,Maldives,41.0,20.0,61.0,36.0,86.0,122.0,22.0,15.0,37.0,99.0,121.0,220.0,0.41414141414141414,0.6363636363636364,0.1652892561983471,0.2892561983471074,0.2772727272727273,0.44545454545454544,8.0,2.0,10.0,4.0,20.0,24.0,6.0,3.0,9.0,18.0,25.0,43.0,0.4444444444444444,0.7777777777777778,0.08,0.2,0.23255813953488372,0.4418604651162791,51.0,98.0,28.0,177.0,0.288135593220339,0.4463276836158192,169.0,1.707070707070707,157.0,1.5858585858585859,12.0,0.1212121212121211,100.0,0.8264462809917356,344.0,2.84297520661157,-244.0,-2.0165289256198347,269.0,1.2227272727272727,-232.0,-1.0545454545454545,501.0,2.2772727272727273,27.0,1.5,17.0,0.9444444444444444,10.0,0.5555555555555556,18.0,0.72,59.0,2.36,-41.0,-1.64,45.0,1.0465116279069768,76.0,1.7674418604651163,-31.0,-0.7209302325581395,224.0,1.265536723163842,425.0,2.401129943502825,-201.0,-1.1355932203389831
162,Mali,139.0,85.0,224.0,43.0,139.0,182.0,60.0,82.0,142.0,242.0,306.0,548.0,0.5743801652892562,0.8223140495867769,0.2777777777777778,0.545751633986928,0.40875912408759124,0.6678832116788321,42.0,39.0,81.0,21.0,71.0,92.0,21.0,33.0,54.0,84.0,143.0,227.0,0.5,0.75,0.2727272727272727,0.5034965034965035,0.3568281938325991,0.5947136563876652,143.0,90.0,88.0,321.0,0.4454828660436137,0.719626168224299,409.0,1.6900826446280992,200.0,0.8264462809917356,209.0,0.8636363636363636,314.0,1.026143790849673,418.0,1.3660130718954249,-104.0,-0.33986928104575176,723.0,1.3193430656934306,105.0,0.19160583941605838,618.0,1.1277372262773722,127.0,1.5119047619047619,79.0,0.9404761904761905,48.0,0.5714285714285714,159.0,1.1118881118881119,219.0,1.5314685314685315,-60.0,-0.4195804195804196,286.0,1.2599118942731278,298.0,1.3127753303964758,-12.0,-0.05286343612334802,437.0,1.3613707165109035,320.0,0.9968847352024922,117.0,0.3644859813084112
163,Malta,44.0,15.0,59.0,151.0,154.0,305.0,50.0,25.0,75.0,245.0,194.0,439.0,0.17959183673469387,0.3836734693877551,0.07731958762886598,0.20618556701030927,0.13439635535307518,0.3052391799544419,27.0,9.0,36.0,44.0,43.0,87.0,20.0,13.0,33.0,91.0,65.0,156.0,0.2967032967032967,0.5164835164835165,0.13846153846153847,0.3384615384615385,0.23076923076923078,0.4423076923076923,23.0,218.0,42.0,283.0,0.0812720848056537,0.22968197879858657,199.0,0.8122448979591836,440.0,1.7959183673469388,-241.0,-0.9836734693877551,83.0,0.42783505154639173,550.0,2.8350515463917527,-467.0,-2.407216494845361,282.0,0.642369020501139,-708.0,-1.612756264236902,990.0,2.255125284738041,99.0,1.0879120879120878,136.0,1.4945054945054945,-37.0,-0.4065934065934067,30.0,0.46153846153846156,127.0,1.9538461538461538,-97.0,-1.4923076923076923,129.0,0.8269230769230769,263.0,1.685897435897436,-134.0,-0.8589743589743589,153.0,0.5406360424028268,727.0,2.568904593639576,-574.0,-2.0282685512367493
164,Mapuche,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.5,0.5,3.0,1.5,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,2.0,1.0,1.0,0.5
165,Martinique,89.0,55.0,144.0,35.0,61.0,96.0,36.0,45.0,81.0,160.0,161.0,321.0,0.55625,0.78125,0.3416149068322981,0.6211180124223602,0.4485981308411215,0.7009345794392523,41.0,24.0,65.0,13.0,25.0,38.0,17.0,23.0,40.0,71.0,72.0,143.0,0.5774647887323944,0.8169014084507042,0.3333333333333333,0.6527777777777778,0.45454545454545453,0.7342657342657343,79.0,58.0,41.0,178.0,0.4438202247191011,0.6741573033707865,353.0,2.20625,162.0,1.0125,191.0,1.1937499999999999,227.0,1.4099378881987579,257.0,1.5962732919254659,-30.0,-0.18633540372670798,580.0,1.8068535825545171,161.0,0.5015576323987538,419.0,1.3052959501557633,168.0,2.3661971830985915,80.0,1.1267605633802817,88.0,1.2394366197183098,99.0,1.375,104.0,1.4444444444444444,-5.0,-0.06944444444444442,267.0,1.867132867132867,184.0,1.2867132867132867,83.0,0.5804195804195804,313.0,1.7584269662921348,235.0,1.3202247191011236,78.0,0.43820224719101125
166,Matabeleland,1.0,2.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,6.0,8.0,0.5,1.0,0.3333333333333333,0.5,0.375,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,8.0,0.375,0.625,1.0,0.5,0.0,0.0,1.0,0.5,6.0,1.0,14.0,2.3333333333333335,-8.0,-1.3333333333333335,7.0,0.875,-7.0,-0.875,14.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.875,14.0,1.75,-7.0,-0.875
167,Mauritania,34.0,14.0,48.0,37.0,100.0,137.0,32.0,32.0,64.0,103.0,146.0,249.0,0.3300970873786408,0.6407766990291263,0.0958904109589041,0.3150684931506849,0.1927710843373494,0.4497991967871486,12.0,6.0,18.0,13.0,25.0,38.0,13.0,14.0,27.0,38.0,45.0,83.0,0.3157894736842105,0.6578947368421053,0.13333333333333333,0.4444444444444444,0.21686746987951808,0.5421686746987951,30.0,99.0,37.0,166.0,0.18072289156626506,0.4036144578313253,94.0,0.912621359223301,106.0,1.029126213592233,-12.0,-0.11650485436893199,91.0,0.6232876712328768,297.0,2.0342465753424657,-206.0,-1.410958904109589,185.0,0.7429718875502008,-218.0,-0.8755020080321285,403.0,1.6184738955823292,30.0,0.7894736842105263,40.0,1.0526315789473684,-10.0,-0.26315789473684204,25.0,0.5555555555555556,68.0,1.511111111111111,-43.0,-0.9555555555555555,55.0,0.6626506024096386,108.0,1.3012048192771084,-53.0,-0.6385542168674698,130.0,0.7831325301204819,295.0,1.7771084337349397,-165.0,-0.9939759036144579
168,Mauritius,54.0,36.0,90.0,56.0,97.0,153.0,34.0,35.0,69.0,144.0,168.0,312.0,0.375,0.6111111111111112,0.21428571428571427,0.4226190476190476,0.28846153846153844,0.5096153846153846,21.0,24.0,45.0,9.0,28.0,37.0,10.0,14.0,24.0,40.0,66.0,106.0,0.525,0.775,0.36363636363636365,0.5757575757575758,0.42452830188679247,0.6509433962264151,45.0,116.0,45.0,206.0,0.21844660194174756,0.4368932038834951,248.0,1.7222222222222223,201.0,1.3958333333333333,47.0,0.32638888888888906,156.0,0.9285714285714286,302.0,1.7976190476190477,-146.0,-0.8690476190476191,404.0,1.294871794871795,-99.0,-0.3173076923076923,503.0,1.6121794871794872,114.0,2.85,50.0,1.25,64.0,1.6,91.0,1.378787878787879,96.0,1.4545454545454546,-5.0,-0.07575757575757569,205.0,1.9339622641509433,146.0,1.3773584905660377,59.0,0.5566037735849056,199.0,0.9660194174757282,357.0,1.733009708737864,-158.0,-0.7669902912621359
169,Mayotte,4.0,7.0,11.0,3.0,13.0,16.0,4.0,7.0,11.0,11.0,27.0,38.0,0.36363636363636365,0.7272727272727273,0.25925925925925924,0.5185185185185185,0.2894736842105263,0.5789473684210527,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,7.0,0.0,1.0,0.0,0.4,0.0,0.5714285714285714,11.0,13.0,7.0,31.0,0.3548387096774194,0.5806451612903226,23.0,2.090909090909091,18.0,1.6363636363636365,5.0,0.45454545454545436,28.0,1.037037037037037,38.0,1.4074074074074074,-10.0,-0.37037037037037046,51.0,1.3421052631578947,-5.0,-0.13157894736842105,56.0,1.4736842105263157,3.0,1.5,3.0,1.5,0.0,0.0,3.0,0.6,8.0,1.6,-5.0,-1.0,6.0,0.8571428571428571,11.0,1.5714285714285714,-5.0,-0.7142857142857143,45.0,1.4516129032258065,45.0,1.4516129032258065,0.0,0.0
170,Menorca,9.0,2.0,11.0,4.0,4.0,8.0,0.0,6.0,6.0,13.0,12.0,25.0,0.6923076923076923,0.6923076923076923,0.16666666666666666,0.6666666666666666,0.44,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,6.0,25.0,0.44,0.68,37.0,2.8461538461538463,8.0,0.6153846153846154,29.0,2.230769230769231,19.0,1.5833333333333333,24.0,2.0,-5.0,-0.41666666666666674,56.0,2.24,24.0,0.96,32.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.24,32.0,1.28,24.0,0.96
171,Mexico,340.0,156.0,496.0,106.0,145.0,251.0,130.0,91.0,221.0,576.0,392.0,968.0,0.5902777777777778,0.8159722222222222,0.3979591836734694,0.6301020408163265,0.512396694214876,0.7407024793388429,163.0,53.0,216.0,71.0,62.0,133.0,78.0,36.0,114.0,312.0,151.0,463.0,0.5224358974358975,0.7724358974358975,0.3509933774834437,0.5894039735099338,0.46652267818574517,0.712742980561555,280.0,118.0,107.0,505.0,0.5544554455445545,0.7663366336633664,1173.0,2.0364583333333335,509.0,0.8836805555555556,664.0,1.152777777777778,545.0,1.3903061224489797,515.0,1.3137755102040816,30.0,0.0765306122448981,1718.0,1.774793388429752,694.0,0.7169421487603306,1024.0,1.0578512396694215,534.0,1.7115384615384615,312.0,1.0,222.0,0.7115384615384615,173.0,1.1456953642384107,213.0,1.4105960264900663,-40.0,-0.26490066225165565,707.0,1.5269978401727862,525.0,1.1339092872570193,182.0,0.3930885529157667,1011.0,2.001980198019802,499.0,0.9881188118811881,512.0,1.0138613861386139
172,Micronesia,1.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,2.0,5.0,7.0,0.5,0.5,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,4.0,0.0,4.0,0.0,0.0,7.0,3.5,18.0,9.0,-11.0,-5.5,1.0,0.2,41.0,8.2,-40.0,-7.999999999999999,8.0,1.1428571428571428,-51.0,-7.285714285714286,59.0,8.428571428571429,7.0,7.0,0.0,0.0,7.0,7.0,1.0,0.5,7.0,3.5,-6.0,-3.0,8.0,2.6666666666666665,7.0,2.3333333333333335,1.0,0.3333333333333333,0.0,0.0,52.0,13.0,-52.0,-13.0
173,Moldova,26.0,27.0,53.0,61.0,97.0,158.0,33.0,33.0,66.0,120.0,157.0,277.0,0.21666666666666667,0.49166666666666664,0.17197452229299362,0.3821656050955414,0.19133574007220217,0.4296028880866426,7.0,15.0,22.0,15.0,30.0,45.0,12.0,22.0,34.0,34.0,67.0,101.0,0.20588235294117646,0.5588235294117647,0.22388059701492538,0.5522388059701493,0.21782178217821782,0.5544554455445545,31.0,113.0,32.0,176.0,0.17613636363636365,0.35795454545454547,113.0,0.9416666666666667,183.0,1.525,-70.0,-0.5833333333333333,109.0,0.6942675159235668,287.0,1.8280254777070064,-178.0,-1.1337579617834397,222.0,0.8014440433212996,-248.0,-0.8953068592057761,470.0,1.6967509025270757,34.0,1.0,46.0,1.3529411764705883,-12.0,-0.3529411764705883,54.0,0.8059701492537313,93.0,1.3880597014925373,-39.0,-0.582089552238806,88.0,0.8712871287128713,139.0,1.3762376237623761,-51.0,-0.504950495049505,134.0,0.7613636363636364,331.0,1.8806818181818181,-197.0,-1.1193181818181819
174,Monaco,5.0,3.0,8.0,2.0,8.0,10.0,2.0,4.0,6.0,9.0,15.0,24.0,0.5555555555555556,0.7777777777777778,0.2,0.4666666666666667,0.3333333333333333,0.5833333333333334,4.0,2.0,6.0,2.0,6.0,8.0,2.0,4.0,6.0,8.0,12.0,20.0,0.5,0.75,0.16666666666666666,0.5,0.3,0.6,2.0,2.0,0.0,4.0,0.5,0.5,26.0,2.888888888888889,9.0,1.0,17.0,1.8888888888888888,15.0,1.0,79.0,5.266666666666667,-64.0,-4.266666666666667,41.0,1.7083333333333333,-47.0,-1.9583333333333333,88.0,3.6666666666666665,23.0,2.875,9.0,1.125,14.0,1.75,11.0,0.9166666666666666,42.0,3.5,-31.0,-2.5833333333333335,34.0,1.7,51.0,2.55,-17.0,-0.85,7.0,1.75,37.0,9.25,-30.0,-7.5
175,Mongolia,15.0,8.0,23.0,19.0,44.0,63.0,1.0,8.0,9.0,35.0,60.0,95.0,0.42857142857142855,0.45714285714285713,0.13333333333333333,0.26666666666666666,0.24210526315789474,0.3368421052631579,0.0,1.0,1.0,2.0,10.0,12.0,0.0,3.0,3.0,2.0,14.0,16.0,0.0,0.0,0.07142857142857142,0.2857142857142857,0.0625,0.25,22.0,51.0,6.0,79.0,0.27848101265822783,0.35443037974683544,56.0,1.6,91.0,2.6,-35.0,-1.0,56.0,0.9333333333333333,205.0,3.4166666666666665,-149.0,-2.4833333333333334,112.0,1.1789473684210525,-184.0,-1.936842105263158,296.0,3.1157894736842104,1.0,0.5,12.0,6.0,-11.0,-5.5,15.0,1.0714285714285714,52.0,3.7142857142857144,-37.0,-2.6428571428571432,16.0,1.0,64.0,4.0,-48.0,-3.0,96.0,1.2151898734177216,232.0,2.9367088607594938,-136.0,-1.7215189873417722
176,Montenegro,35.0,16.0,51.0,23.0,35.0,58.0,21.0,18.0,39.0,79.0,69.0,148.0,0.4430379746835443,0.7088607594936709,0.2318840579710145,0.4927536231884058,0.34459459459459457,0.6081081081081081,19.0,2.0,21.0,7.0,12.0,19.0,7.0,6.0,13.0,33.0,20.0,53.0,0.5757575757575758,0.7878787878787878,0.1,0.4,0.39622641509433965,0.6415094339622641,30.0,39.0,26.0,95.0,0.3157894736842105,0.5894736842105263,107.0,1.3544303797468353,86.0,1.0886075949367089,21.0,0.26582278481012644,70.0,1.0144927536231885,108.0,1.565217391304348,-38.0,-0.5507246376811594,177.0,1.195945945945946,-17.0,-0.11486486486486487,194.0,1.3108108108108107,46.0,1.393939393939394,30.0,0.9090909090909091,16.0,0.484848484848485,18.0,0.9,36.0,1.8,-18.0,-0.9,64.0,1.2075471698113207,66.0,1.2452830188679245,-2.0,-0.03773584905660377,113.0,1.1894736842105262,128.0,1.3473684210526315,-15.0,-0.15789473684210525
177,Montserrat,8.0,7.0,15.0,12.0,22.0,34.0,3.0,4.0,7.0,23.0,33.0,56.0,0.34782608695652173,0.4782608695652174,0.21212121212121213,0.3333333333333333,0.26785714285714285,0.39285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,34.0,7.0,56.0,0.26785714285714285,0.39285714285714285,35.0,1.5217391304347827,64.0,2.782608695652174,-29.0,-1.2608695652173911,31.0,0.9393939393939394,111.0,3.3636363636363638,-80.0,-2.4242424242424243,66.0,1.1785714285714286,-109.0,-1.9464285714285714,175.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1.1785714285714286,175.0,3.125,-109.0,-1.9464285714285714
