,team,home_wins,away_wins,total_wins,home_losses,away_losses,total_losses,home_draws,away_draws,total_draws,home_games_played,away_games_played,total_games_played,home_win_pct,home_unbeaten_pct,away_win_pct,away_unbeaten_pct,win_pct,unbeaten_pct,home_friendly_wins,away_friendly_wins,total_friendly_wins,home_friendly_losses,away_friendly_losses,total_friendly_losses,home_friendly_draws,away_friendly_draws,total_friendly_draws,home_friendly_games_played,away_friendly_games_played,total_friendly_games_played,home_friendly_win_pct,home_friendly_unbeaten_pct,away_friendly_win_pct,away_friendly_unbeaten_pct,friendly_win_pct,friendly_unbeaten_pct,tournament_wins,tournament_losses,tournament_draws,tournament_games_played,tournament_win_pct,tournament_unbeaten_pct,home_goals_for,average_home_goals_for,home_goals_against,average_home_goals_against,home_goal_difference,average_home_goal_difference,away_goals_for,average_away_goals_for,away_goals_against,average_away_goals_against,away_goal_difference,average_away_goal_difference,goals_for,average_goals_for,goal_difference,average_goal_difference,goals_against,average_goals_against,friendly_home_goals_for,average_friendly_home_goals_for,friendly_home_goals_against,average_friendly_home_goals_against,friendly_home_goal_difference,average_friendly_home_goal_difference,friendly_away_goals_for,average_friendly_away_goals_for,friendly_away_goals_against,average_friendly_away_goals_against,friendly_away_goal_difference,average_friendly_away_goal_difference,friendly_goals_for,average_friendly_goals_for,friendly_goals_against,average_friendly_goals_against,friendly_goal_difference,friendly_average_goal_difference,tournament_goals_for,average_tournament_goals_for,tournament_goals_against,average_tournament_goals_against,tournament_goal_difference,average_tournament_goal_difference
27,Belize,17.0,7.0,24.0,22.0,40.0,62.0,8.0,11.0,19.0,47.0,58.0,105.0,0.3617021276595745,0.5319148936170213,0.1206896551724138,0.3103448275862069,0.22857142857142856,0.4095238095238095,9.0,0.0,9.0,4.0,3.0,7.0,4.0,3.0,7.0,17.0,6.0,23.0,0.5294117647058824,0.7647058823529411,0.0,0.5,0.391304347826087,0.6956521739130435,15.0,55.0,12.0,82.0,0.18292682926829268,0.32926829268292684,65.0,1.3829787234042554,68.0,1.446808510638298,-3.0,-0.06382978723404253,43.0,0.7413793103448276,131.0,2.2586206896551726,-88.0,-1.517241379310345,108.0,1.0285714285714285,-91.0,-0.8666666666666667,199.0,1.8952380952380952,29.0,1.7058823529411764,17.0,1.0,12.0,0.7058823529411764,3.0,0.5,11.0,1.8333333333333333,-8.0,-1.3333333333333333,32.0,1.391304347826087,28.0,1.2173913043478262,4.0,0.17391304347826086,76.0,0.926829268292683,171.0,2.0853658536585367,-95.0,-1.1585365853658536
28,Benin,55.0,19.0,74.0,51.0,102.0,153.0,43.0,32.0,75.0,149.0,153.0,302.0,0.3691275167785235,0.6577181208053692,0.12418300653594772,0.3333333333333333,0.24503311258278146,0.49337748344370863,17.0,10.0,27.0,26.0,42.0,68.0,21.0,14.0,35.0,64.0,66.0,130.0,0.265625,0.59375,0.15151515151515152,0.36363636363636365,0.2076923076923077,0.47692307692307695,47.0,85.0,40.0,172.0,0.27325581395348836,0.5058139534883721,201.0,1.348993288590604,204.0,1.3691275167785235,-3.0,-0.020134228187919545,129.0,0.8431372549019608,327.0,2.1372549019607843,-198.0,-1.2941176470588234,330.0,1.0927152317880795,-201.0,-0.6655629139072847,531.0,1.7582781456953642,74.0,1.15625,96.0,1.5,-22.0,-0.34375,65.0,0.9848484848484849,152.0,2.303030303030303,-87.0,-1.3181818181818183,139.0,1.0692307692307692,248.0,1.9076923076923078,-109.0,-0.8384615384615385,191.0,1.1104651162790697,283.0,1.6453488372093024,-92.0,-0.5348837209302325
29,Bermuda,41.0,20.0,61.0,38.0,48.0,86.0,21.0,10.0,31.0,100.0,78.0,178.0,0.41,0.62,0.2564102564102564,0.38461538461538464,0.34269662921348315,0.5168539325842697,17.0,3.0,20.0,23.0,16.0,39.0,8.0,6.0,14.0,48.0,25.0,73.0,0.3541666666666667,0.5208333333333334,0.12,0.36,0.273972602739726,0.4657534246575342,41.0,47.0,17.0,105.0,0.3904761904761905,0.5523809523809524,180.0,1.8,143.0,1.43,37.0,0.3700000000000001,114.0,1.4615384615384615,153.0,1.9615384615384615,-39.0,-0.5,294.0,1.651685393258427,-2.0,-0.011235955056179775,296.0,1.6629213483146068,60.0,1.25,83.0,1.7291666666666667,-23.0,-0.47916666666666674,21.0,0.84,53.0,2.12,-32.0,-1.2800000000000002,81.0,1.1095890410958904,136.0,1.8630136986301369,-55.0,-0.7534246575342466,213.0,2.0285714285714285,160.0,1.5238095238095237,53.0,0.5047619047619047
30,Bhutan,7.0,3.0,10.0,21.0,64.0,85.0,3.0,3.0,6.0,31.0,70.0,101.0,0.22580645161290322,0.3225806451612903,0.04285714285714286,0.08571428571428572,0.09900990099009901,0.15841584158415842,1.0,1.0,2.0,1.0,10.0,11.0,0.0,0.0,0.0,2.0,11.0,13.0,0.5,0.5,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.15384615384615385,8.0,74.0,6.0,88.0,0.09090909090909091,0.1590909090909091,33.0,1.064516129032258,88.0,2.838709677419355,-55.0,-1.774193548387097,25.0,0.35714285714285715,292.0,4.171428571428572,-267.0,-3.8142857142857145,58.0,0.5742574257425742,-322.0,-3.1881188118811883,380.0,3.762376237623762,3.0,1.5,3.0,1.5,0.0,0.0,5.0,0.45454545454545453,33.0,3.0,-28.0,-2.5454545454545454,8.0,0.6153846153846154,36.0,2.769230769230769,-28.0,-2.1538461538461537,50.0,0.5681818181818182,344.0,3.909090909090909,-294.0,-3.340909090909091
31,Biafra,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
32,Bolivia,91.0,20.0,111.0,99.0,178.0,277.0,65.0,51.0,116.0,255.0,249.0,504.0,0.3568627450980392,0.611764705882353,0.08032128514056225,0.285140562248996,0.22023809523809523,0.4503968253968254,25.0,11.0,36.0,23.0,56.0,79.0,23.0,18.0,41.0,71.0,85.0,156.0,0.352112676056338,0.676056338028169,0.12941176470588237,0.3411764705882353,0.23076923076923078,0.4935897435897436,75.0,198.0,75.0,348.0,0.21551724137931033,0.43103448275862066,360.0,1.411764705882353,411.0,1.611764705882353,-51.0,-0.19999999999999996,162.0,0.6506024096385542,578.0,2.321285140562249,-416.0,-1.6706827309236947,522.0,1.0357142857142858,-467.0,-0.9265873015873016,989.0,1.9623015873015872,105.0,1.4788732394366197,84.0,1.1830985915492958,21.0,0.295774647887324,53.0,0.6235294117647059,168.0,1.9764705882352942,-115.0,-1.3529411764705883,158.0,1.0128205128205128,252.0,1.6153846153846154,-94.0,-0.6025641025641025,364.0,1.0459770114942528,737.0,2.117816091954023,-373.0,-1.0718390804597702
33,Bonaire,3.0,9.0,12.0,7.0,8.0,15.0,4.0,1.0,5.0,14.0,18.0,32.0,0.21428571428571427,0.5,0.5,0.5555555555555556,0.375,0.53125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,15.0,4.0,31.0,0.3870967741935484,0.5161290322580645,18.0,1.2857142857142858,40.0,2.857142857142857,-22.0,-1.5714285714285714,35.0,1.9444444444444444,44.0,2.4444444444444446,-9.0,-0.5000000000000002,53.0,1.65625,-31.0,-0.96875,84.0,2.625,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,52.0,1.6774193548387097,83.0,2.6774193548387095,-31.0,-1.0
34,Bosnia and Herzegovina,55.0,43.0,98.0,40.0,64.0,104.0,32.0,27.0,59.0,127.0,134.0,261.0,0.4330708661417323,0.6850393700787402,0.3208955223880597,0.5223880597014925,0.37547892720306514,0.6015325670498084,12.0,13.0,25.0,11.0,25.0,36.0,14.0,10.0,24.0,37.0,48.0,85.0,0.32432432432432434,0.7027027027027027,0.2708333333333333,0.4791666666666667,0.29411764705882354,0.5764705882352941,73.0,68.0,35.0,176.0,0.4147727272727273,0.6136363636363636,196.0,1.5433070866141732,150.0,1.1811023622047243,46.0,0.36220472440944884,163.0,1.2164179104477613,204.0,1.5223880597014925,-41.0,-0.3059701492537312,359.0,1.3754789272030652,5.0,0.019157088122605363,354.0,1.3563218390804597,47.0,1.2702702702702702,47.0,1.2702702702702702,0.0,0.0,44.0,0.9166666666666666,71.0,1.4791666666666667,-27.0,-0.5625000000000001,91.0,1.0705882352941176,118.0,1.388235294117647,-27.0,-0.3176470588235294,268.0,1.5227272727272727,236.0,1.3409090909090908,32.0,0.18181818181818182
35,Botswana,61.0,24.0,85.0,62.0,77.0,139.0,45.0,44.0,89.0,168.0,145.0,313.0,0.3630952380952381,0.6309523809523809,0.16551724137931034,0.4689655172413793,0.2715654952076677,0.5559105431309904,35.0,9.0,44.0,27.0,24.0,51.0,24.0,23.0,47.0,86.0,56.0,142.0,0.4069767441860465,0.686046511627907,0.16071428571428573,0.5714285714285714,0.30985915492957744,0.6408450704225352,41.0,88.0,42.0,171.0,0.23976608187134502,0.4853801169590643,160.0,0.9523809523809523,176.0,1.0476190476190477,-16.0,-0.09523809523809534,94.0,0.6482758620689655,220.0,1.5172413793103448,-126.0,-0.8689655172413793,254.0,0.8115015974440895,-142.0,-0.4536741214057508,396.0,1.2651757188498403,89.0,1.0348837209302326,90.0,1.0465116279069768,-1.0,-0.011627906976744207,36.0,0.6428571428571429,76.0,1.3571428571428572,-40.0,-0.7142857142857143,125.0,0.8802816901408451,166.0,1.1690140845070423,-41.0,-0.2887323943661972,129.0,0.7543859649122807,230.0,1.345029239766082,-101.0,-0.5906432748538012
36,Brazil,429.0,231.0,660.0,60.0,106.0,166.0,111.0,97.0,208.0,600.0,434.0,1034.0,0.715,0.9,0.532258064516129,0.7557603686635944,0.6382978723404256,0.839458413926499,175.0,123.0,298.0,15.0,40.0,55.0,41.0,42.0,83.0,231.0,205.0,436.0,0.7575757575757576,0.935064935064935,0.6,0.8048780487804879,0.6834862385321101,0.8738532110091743,362.0,111.0,125.0,598.0,0.6053511705685619,0.81438127090301,1482.0,2.47,489.0,0.815,993.0,1.6550000000000002,778.0,1.792626728110599,442.0,1.0184331797235022,336.0,0.7741935483870968,2260.0,2.1856866537717603,1329.0,1.2852998065764023,931.0,0.9003868471953579,563.0,2.4372294372294374,168.0,0.7272727272727273,395.0,1.7099567099567101,401.0,1.9560975609756097,195.0,0.9512195121951219,206.0,1.0048780487804878,964.0,2.2110091743119265,363.0,0.8325688073394495,601.0,1.378440366972477,1296.0,2.1672240802675584,568.0,0.9498327759197325,728.0,1.2173913043478262
37,British Virgin Islands,11.0,7.0,18.0,26.0,43.0,69.0,9.0,11.0,20.0,46.0,61.0,107.0,0.2391304347826087,0.43478260869565216,0.11475409836065574,0.29508196721311475,0.16822429906542055,0.35514018691588783,6.0,4.0,10.0,7.0,7.0,14.0,4.0,1.0,5.0,17.0,12.0,29.0,0.35294117647058826,0.5882352941176471,0.3333333333333333,0.4166666666666667,0.3448275862068966,0.5172413793103449,8.0,55.0,15.0,78.0,0.10256410256410256,0.2948717948717949,58.0,1.2608695652173914,106.0,2.3043478260869565,-48.0,-1.0434782608695652,38.0,0.6229508196721312,227.0,3.721311475409836,-189.0,-3.0983606557377046,96.0,0.897196261682243,-237.0,-2.2149532710280373,333.0,3.1121495327102804,27.0,1.588235294117647,25.0,1.4705882352941178,2.0,0.11764705882352922,10.0,0.8333333333333334,24.0,2.0,-14.0,-1.1666666666666665,37.0,1.2758620689655173,49.0,1.6896551724137931,-12.0,-0.41379310344827586,59.0,0.7564102564102564,284.0,3.641025641025641,-225.0,-2.8846153846153846
38,Brittany,5.0,1.0,6.0,2.0,1.0,3.0,2.0,1.0,3.0,9.0,3.0,12.0,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.6666666666666666,0.5,0.75,4.0,1.0,5.0,2.0,0.0,2.0,2.0,1.0,3.0,8.0,2.0,10.0,0.5,0.75,0.5,1.0,0.5,0.8,1.0,1.0,0.0,2.0,0.5,0.5,13.0,1.4444444444444444,11.0,1.2222222222222223,2.0,0.2222222222222221,5.0,1.6666666666666667,4.0,1.3333333333333333,1.0,0.3333333333333335,18.0,1.5,3.0,0.25,15.0,1.25,11.0,1.375,10.0,1.25,1.0,0.125,5.0,2.5,2.0,1.0,3.0,1.5,16.0,1.6,12.0,1.2,4.0,0.4,2.0,1.0,3.0,1.5,-1.0,-0.5
39,Brunei,12.0,5.0,17.0,30.0,67.0,97.0,4.0,6.0,10.0,46.0,78.0,124.0,0.2608695652173913,0.34782608695652173,0.0641025641025641,0.14102564102564102,0.13709677419354838,0.21774193548387097,2.0,0.0,2.0,3.0,7.0,10.0,0.0,0.0,0.0,5.0,7.0,12.0,0.4,0.4,0.0,0.0,0.16666666666666666,0.16666666666666666,15.0,87.0,10.0,112.0,0.13392857142857142,0.22321428571428573,44.0,0.9565217391304348,140.0,3.0434782608695654,-96.0,-2.086956521739131,54.0,0.6923076923076923,285.0,3.6538461538461537,-231.0,-2.9615384615384617,98.0,0.7903225806451613,-327.0,-2.6370967741935485,425.0,3.4274193548387095,6.0,1.2,15.0,3.0,-9.0,-1.8,5.0,0.7142857142857143,34.0,4.857142857142857,-29.0,-4.142857142857142,11.0,0.9166666666666666,49.0,4.083333333333333,-38.0,-3.1666666666666665,87.0,0.7767857142857143,376.0,3.357142857142857,-289.0,-2.580357142857143
40,Bulgaria,154.0,103.0,257.0,91.0,185.0,276.0,71.0,109.0,180.0,316.0,397.0,713.0,0.4873417721518987,0.7120253164556962,0.2594458438287154,0.5340050377833753,0.36044880785413747,0.6129032258064516,55.0,58.0,113.0,39.0,95.0,134.0,34.0,63.0,97.0,128.0,216.0,344.0,0.4296875,0.6953125,0.26851851851851855,0.5601851851851852,0.32848837209302323,0.6104651162790697,144.0,142.0,83.0,369.0,0.3902439024390244,0.6151761517615176,551.0,1.7436708860759493,394.0,1.2468354430379747,157.0,0.49683544303797467,440.0,1.1083123425692696,669.0,1.685138539042821,-229.0,-0.5768261964735515,991.0,1.3899018232819074,-72.0,-0.10098176718092566,1063.0,1.490883590462833,208.0,1.625,156.0,1.21875,52.0,0.40625,257.0,1.1898148148148149,357.0,1.6527777777777777,-100.0,-0.4629629629629628,465.0,1.3517441860465116,513.0,1.4912790697674418,-48.0,-0.13953488372093023,526.0,1.4254742547425474,550.0,1.4905149051490514,-24.0,-0.06504065040650407
41,Burkina Faso,103.0,46.0,149.0,44.0,126.0,170.0,56.0,61.0,117.0,203.0,233.0,436.0,0.5073891625615764,0.7832512315270936,0.19742489270386265,0.4592274678111588,0.34174311926605505,0.6100917431192661,41.0,21.0,62.0,14.0,66.0,80.0,25.0,33.0,58.0,80.0,120.0,200.0,0.5125,0.825,0.175,0.45,0.31,0.6,87.0,90.0,59.0,236.0,0.3686440677966102,0.6186440677966102,324.0,1.5960591133004927,217.0,1.0689655172413792,107.0,0.5270935960591134,208.0,0.8927038626609443,378.0,1.6223175965665235,-170.0,-0.7296137339055793,532.0,1.2201834862385321,-63.0,-0.1444954128440367,595.0,1.364678899082569,134.0,1.675,85.0,1.0625,49.0,0.6125,99.0,0.825,190.0,1.5833333333333333,-91.0,-0.7583333333333333,233.0,1.165,275.0,1.375,-42.0,-0.21,299.0,1.2669491525423728,320.0,1.3559322033898304,-21.0,-0.08898305084745763
42,Burma,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,4.0,3.0,7.0,0.25,0.75,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,7.0,0.2857142857142857,0.5714285714285714,7.0,1.75,7.0,1.75,0.0,0.0,7.0,2.3333333333333335,10.0,3.3333333333333335,-3.0,-1.0,14.0,2.0,-3.0,-0.42857142857142855,17.0,2.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,17.0,2.4285714285714284,-3.0,-0.42857142857142855
43,Burundi,38.0,23.0,61.0,31.0,60.0,91.0,21.0,28.0,49.0,90.0,111.0,201.0,0.4222222222222222,0.6555555555555556,0.2072072072072072,0.4594594594594595,0.3034825870646766,0.5472636815920398,6.0,6.0,12.0,4.0,14.0,18.0,3.0,10.0,13.0,13.0,30.0,43.0,0.46153846153846156,0.6923076923076923,0.2,0.5333333333333333,0.27906976744186046,0.5813953488372093,49.0,73.0,36.0,158.0,0.310126582278481,0.5379746835443038,114.0,1.2666666666666666,92.0,1.0222222222222221,22.0,0.24444444444444446,109.0,0.9819819819819819,178.0,1.6036036036036037,-69.0,-0.6216216216216217,223.0,1.109452736318408,-47.0,-0.23383084577114427,270.0,1.3432835820895523,23.0,1.7692307692307692,11.0,0.8461538461538461,12.0,0.923076923076923,38.0,1.2666666666666666,59.0,1.9666666666666666,-21.0,-0.7,61.0,1.4186046511627908,70.0,1.627906976744186,-9.0,-0.20930232558139536,162.0,1.0253164556962024,200.0,1.2658227848101267,-38.0,-0.24050632911392406
44,Cambodia,47.0,13.0,60.0,72.0,110.0,182.0,26.0,11.0,37.0,145.0,134.0,279.0,0.32413793103448274,0.503448275862069,0.09701492537313433,0.1791044776119403,0.21505376344086022,0.34767025089605735,9.0,1.0,10.0,18.0,17.0,35.0,8.0,1.0,9.0,35.0,19.0,54.0,0.2571428571428571,0.4857142857142857,0.05263157894736842,0.10526315789473684,0.18518518518518517,0.35185185185185186,50.0,147.0,28.0,225.0,0.2222222222222222,0.3466666666666667,205.0,1.4137931034482758,280.0,1.9310344827586208,-75.0,-0.517241379310345,100.0,0.746268656716418,456.0,3.4029850746268657,-356.0,-2.656716417910448,305.0,1.093189964157706,-431.0,-1.5448028673835126,736.0,2.6379928315412187,48.0,1.3714285714285714,65.0,1.8571428571428572,-17.0,-0.48571428571428577,11.0,0.5789473684210527,55.0,2.8947368421052633,-44.0,-2.3157894736842106,59.0,1.0925925925925926,120.0,2.2222222222222223,-61.0,-1.1296296296296295,246.0,1.0933333333333333,616.0,2.7377777777777776,-370.0,-1.6444444444444444
45,Cameroon,168.0,91.0,259.0,44.0,105.0,149.0,76.0,109.0,185.0,288.0,305.0,593.0,0.5833333333333334,0.8472222222222222,0.2983606557377049,0.6557377049180327,0.43676222596964587,0.7487352445193929,37.0,27.0,64.0,18.0,50.0,68.0,24.0,54.0,78.0,79.0,131.0,210.0,0.46835443037974683,0.7721518987341772,0.20610687022900764,0.6183206106870229,0.3047619047619048,0.6761904761904762,195.0,81.0,107.0,383.0,0.5091383812010444,0.7885117493472585,498.0,1.7291666666666667,240.0,0.8333333333333334,258.0,0.8958333333333334,345.0,1.1311475409836065,390.0,1.278688524590164,-45.0,-0.14754098360655754,843.0,1.4215851602023608,213.0,0.3591905564924115,630.0,1.0623946037099494,127.0,1.6075949367088607,92.0,1.1645569620253164,35.0,0.4430379746835442,130.0,0.9923664122137404,184.0,1.4045801526717556,-54.0,-0.4122137404580152,257.0,1.223809523809524,276.0,1.3142857142857143,-19.0,-0.09047619047619047,586.0,1.5300261096605745,354.0,0.9242819843342036,232.0,0.6057441253263708
46,Canada,95.0,71.0,166.0,64.0,110.0,174.0,37.0,58.0,95.0,196.0,239.0,435.0,0.4846938775510204,0.673469387755102,0.29707112970711297,0.5397489539748954,0.3816091954022989,0.6,27.0,35.0,62.0,38.0,60.0,98.0,9.0,29.0,38.0,74.0,124.0,198.0,0.36486486486486486,0.4864864864864865,0.28225806451612906,0.5161290322580645,0.31313131313131315,0.5050505050505051,104.0,76.0,57.0,237.0,0.4388185654008439,0.679324894514768,296.0,1.510204081632653,219.0,1.1173469387755102,77.0,0.3928571428571428,265.0,1.108786610878661,356.0,1.4895397489539748,-91.0,-0.38075313807531375,561.0,1.289655172413793,-14.0,-0.03218390804597701,575.0,1.3218390804597702,72.0,0.972972972972973,103.0,1.3918918918918919,-31.0,-0.41891891891891886,130.0,1.0483870967741935,198.0,1.596774193548387,-68.0,-0.5483870967741935,202.0,1.02020202020202,301.0,1.52020202020202,-99.0,-0.5,359.0,1.5147679324894514,274.0,1.1561181434599157,85.0,0.35864978902953587
47,Canary Islands,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.75,0.75,0.0,0.0,0.75,0.75,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.75,0.75,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.75,3.0,0.75,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.75,8.0,2.0,3.0,0.75,11.0,2.75,3.0,0.75,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.75,3.0,0.75,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Cape Verde,54.0,26.0,80.0,32.0,51.0,83.0,26.0,23.0,49.0,112.0,100.0,212.0,0.48214285714285715,0.7142857142857143,0.26,0.49,0.37735849056603776,0.6084905660377359,7.0,10.0,17.0,6.0,11.0,17.0,3.0,8.0,11.0,16.0,29.0,45.0,0.4375,0.625,0.3448275862068966,0.6206896551724138,0.37777777777777777,0.6222222222222222,63.0,66.0,38.0,167.0,0.3772455089820359,0.6047904191616766,148.0,1.3214285714285714,100.0,0.8928571428571429,48.0,0.4285714285714285,81.0,0.81,139.0,1.39,-58.0,-0.5799999999999998,229.0,1.080188679245283,-10.0,-0.04716981132075472,239.0,1.1273584905660377,27.0,1.6875,17.0,1.0625,10.0,0.625,28.0,0.9655172413793104,34.0,1.1724137931034482,-6.0,-0.2068965517241378,55.0,1.2222222222222223,51.0,1.1333333333333333,4.0,0.08888888888888889,174.0,1.0419161676646707,188.0,1.125748502994012,-14.0,-0.08383233532934131
49,Cascadia,2.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0,7.0,1.0,1.0,0.4,0.6,0.5714285714285714,0.7142857142857143,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,6.0,0.5,0.6666666666666666,10.0,5.0,3.0,1.5,7.0,3.5,13.0,2.6,11.0,2.2,2.0,0.3999999999999999,23.0,3.2857142857142856,9.0,1.2857142857142858,14.0,2.0,6.0,6.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,3.0,3.0,3.0,17.0,2.8333333333333335,11.0,1.8333333333333333,6.0,1.0
50,Catalonia,18.0,1.0,19.0,11.0,6.0,17.0,10.0,2.0,12.0,39.0,9.0,48.0,0.46153846153846156,0.717948717948718,0.1111111111111111,0.3333333333333333,0.3958333333333333,0.6458333333333334,18.0,1.0,19.0,11.0,6.0,17.0,10.0,2.0,12.0,39.0,9.0,48.0,0.46153846153846156,0.717948717948718,0.1111111111111111,0.3333333333333333,0.3958333333333333,0.6458333333333334,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1.7179487179487178,57.0,1.4615384615384615,10.0,0.2564102564102564,8.0,0.8888888888888888,27.0,3.0,-19.0,-2.111111111111111,75.0,1.5625,-9.0,-0.1875,84.0,1.75,67.0,1.7179487179487178,57.0,1.4615384615384615,10.0,0.2564102564102564,8.0,0.8888888888888888,27.0,3.0,-19.0,-2.111111111111111,75.0,1.5625,84.0,1.75,-9.0,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0
51,Cayman Islands,17.0,3.0,20.0,35.0,30.0,65.0,10.0,9.0,19.0,62.0,42.0,104.0,0.27419354838709675,0.43548387096774194,0.07142857142857142,0.2857142857142857,0.19230769230769232,0.375,2.0,0.0,2.0,11.0,4.0,15.0,1.0,0.0,1.0,14.0,4.0,18.0,0.14285714285714285,0.21428571428571427,0.0,0.0,0.1111111111111111,0.16666666666666666,18.0,50.0,18.0,86.0,0.20930232558139536,0.4186046511627907,72.0,1.1612903225806452,139.0,2.2419354838709675,-67.0,-1.0806451612903223,32.0,0.7619047619047619,123.0,2.9285714285714284,-91.0,-2.1666666666666665,104.0,1.0,-158.0,-1.5192307692307692,262.0,2.519230769230769,12.0,0.8571428571428571,38.0,2.7142857142857144,-26.0,-1.8571428571428572,2.0,0.5,18.0,4.5,-16.0,-4.0,14.0,0.7777777777777778,56.0,3.111111111111111,-42.0,-2.3333333333333335,90.0,1.0465116279069768,206.0,2.395348837209302,-116.0,-1.3488372093023255
52,Central African Republic,21.0,4.0,25.0,23.0,47.0,70.0,18.0,9.0,27.0,62.0,60.0,122.0,0.3387096774193548,0.6290322580645161,0.06666666666666667,0.21666666666666667,0.20491803278688525,0.4262295081967213,3.0,1.0,4.0,4.0,13.0,17.0,1.0,3.0,4.0,8.0,17.0,25.0,0.375,0.5,0.058823529411764705,0.23529411764705882,0.16,0.32,21.0,53.0,23.0,97.0,0.21649484536082475,0.4536082474226804,85.0,1.3709677419354838,85.0,1.3709677419354838,0.0,0.0,50.0,0.8333333333333334,144.0,2.4,-94.0,-1.5666666666666664,135.0,1.1065573770491803,-94.0,-0.7704918032786885,229.0,1.8770491803278688,14.0,1.75,17.0,2.125,-3.0,-0.375,10.0,0.5882352941176471,43.0,2.5294117647058822,-33.0,-1.941176470588235,24.0,0.96,60.0,2.4,-36.0,-1.44,111.0,1.1443298969072164,169.0,1.7422680412371134,-58.0,-0.5979381443298969
53,Central Spain,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,-3.0,-3.0,2.0,1.0,-2.0,-1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,-3.0,-3.0,2.0,1.0,4.0,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
